https://www.realtor.com/realestateandhomes-detail/532-S-Elverta-St_Visalia_CA_93292_M99037-13990,409000,"532 Elverta St S, Visalia, CA 93292",CA 93292,4,2.5,"2,116",4792,Bedrooms: 4,Total Bathrooms: 2 / 0 / 1,Full Bathrooms: 2,1/2 Bathrooms: 1,Bathrooms On Main Level: 1.0,"Cooling Features: Ceiling Fan(s), Central Air","Heating Features: Central, Solar",Spa: No,Garage Spaces: 2,Lot Size Acres: 0.1100092,Lot Size Dimensions: irregular,Lot Size Source: Public Records,Lot Size Square Feet: 4792,Association: No,Calculated Total Monthly Association Fees: 0,Source Listing Status: Active,County: Tulare,"Directions: East on 198, Exit on lovers lane, South on lovers lane, East on Noble, South on McAuliff, East Cypress, North on Elverta, Subject property is on right side.",Source Property Type: Single Family Residence,Area: Visalia SE,Source Neighborhood: Visalia SE,Parcel Number: 101360043000,Property Subtype: Single Family Residence,Source System Name: C2C,Total Square Feet Living: 2116.00,Year Built: 2020,Living Area Source: Public Records,New Construction: Yes,Property Age: 1,Roof: Shingle,Levels or Stories: 2,Year Built Source: Public Records,Sewer: Public Sewer,Cable Connected,Electricity Connected,Natural Gas Connected,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/304-N-Sycamore-Ave_Rialto_CA_92376_M19423-00636,350000,"304 N Sycamore Ave, Rialto, CA 92376",CA 92376,3,1,"1,212",6900,Bedrooms: 3,Bedrooms On Main Level: 3,Total Bathrooms: 1,Full Bathrooms: 1,Bathrooms On Main Level: 1,All Bedrooms Down,Fireplace Features: Fireplace: Y,Lot Description: Yard,Lot Size Acres: 0.1584022,Lot Size Source: Assessor,Lot Size Square Feet: 6900,View: View: Y,School District: Rialto Unified,Calculated Total Monthly Association Fees: 0,Community Features: Street Lights,Source Listing Status: Active,County: San Bernardino,Directions: See map,Source Property Type: Single Family Residence,Exclusions: All personal items,Area: 272 - Rialto,Source Neighborhood: 272 - Rialto,Parcel Number: 0130044260000,Postal Code Plus 4: 5944,Source System Name: C2C,Total Square Feet Living: 1212.00,Year Built: 1930,Common Walls: 2+ Common Walls,Living Area Source: Assessor,Property Age: 91,Property Attached: Yes,Levels or Stories: One,Building Total Stories: 1,Year Built Source: Assessor,Architectural Style: Single Family Residence,Sewer: Public Sewer,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/5022-Cribari-Vale_San-Jose_CA_95135_M16589-56028,545000,"5022 Cribari Vale, San Jose, CA 95135",CA 95135,2,2,"1,240",None,Bedrooms: 2,Total Bathrooms: 2,Full Bathrooms: 2,220 Volt Outlet,Cooktop - Electric,Countertop - Tile,Dishwasher,Exhaust Fan,Garbage Disposal,Hood Over Range,Refrigerator,Dining Room Description: Dining Area,"Laundry Features: Electricity Hookup (220V), In Utility Room, Washer","Cooling Features: Ceiling Fan, Central AC",Fireplace Features: Fireplace in Living Room,Heating Features: Central Forced Air - Gas Heating,"Flooring: Carpet, Hardwood, Tile",Extra Room-1 Description: Utility Room,Exercise Room: Yes,Carport Spaces: 1,"Parking Features: Assigned Spaces, Carport , Common Parking Area, Guest / Visitor Parking",Parking Total: 1,Lot Description: Regular Lot,Lot Size Source: Assessor,View: Garden / Greenbelt,"Energy Information: Double Pane Windows, Skylight",Yard: Balcony / Patio,Association: Yes,"Association Amenities: BBQ Area, Billiard Room, Club House, Community Pool, Exercise Course, Game Court (Outdoor), Garden / Greenbelt / Trails, Golf Course, Gym / Exercise Facility, Putting Green, Recreation Room, Roof Deck, RV / Boat Storage, Sauna / Spa / Hot Tub, Tennis Court / Facility",Association Fee: 818,Association Fee Frequency: Monthly,"Association Fee Includes: Cable / Dish, Common Area Electricity, Exterior Painting, Garbage, Insurance, Insurance - Structure, Landscaping / Gardening, Maintenance - Common Area, Maintenance - Exterior, Maintenance - Road, Maintenance - Unit Yard, Management Fee, Reserves, Roof, Security Service, Unit Coverage Insurance, Water / Sewer",Calculated Total Monthly Association Fees: 818,Association Name: The Villages HOA,Association Phone: 4082744400,Senior Community: Yes,High School District: East Side Union High,Horse Amenities: Horse Property: Possible,Corner Unit,End Unit,Source Listing Status: Active,County: Santa Clara,Cross Street: Cribari Lane,"Restrictions: Height Restrictions, Parking Restrictions, Pets - Number Restrictions, Pets - Restrictions, Pets - Rules, Senior Community (1 Resident 55+)",Source Property Type: Condo,Area: Evergreen,Property Subtype: condo,Source Neighborhood: Evergreen,Ownership Type: Common Interest Development,Parcel Number: 665-33-022,Postal City: SAN JOSE,Zoning: R1-1P,Source System Name: C2C,Total Square Feet Living: 1240,Year Built: 1968,"Construction Materials: Stucco, Wood Frame",Direction Faces: South,Foundation Details: Concrete Slab,Property Age: 53,Roof: Composition,Levels or Stories: 1,Total Area Sqft: 1240,Year Built Source: Assessor,Sewer: Sewer - Public,Individual Electric Meters,Individual Gas Meters,Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/4486-40th-St_San-Diego_CA_92116_M23045-93832,1030000,"4486 40th St, San Diego, CA 92116",CA 92116,3,2,"1,399",6246,Bedrooms: 3,Master Bedroom Dimensions: 10 x 12,Bedroom 2 Dimensions: 10 x 13,Bedroom 3 Dimensions: 10 x 13,Total Bathrooms: 2,Full Bathrooms: 2,"Bedroom Entry Level, Breakfast Area, Dining Area, Living Room, Master Bedroom, Master Bathroom",Living Room Dimensions: 20 x 13,17x8,Dining Room Description: 12x10,"Laundry Features: Laundry Location: Area, Laundry Utilities: Gas","Cooling Features: Wall/Window, Zoned Area(s), Electric, Energy Star","Fireplace Features: Fireplace: FP in Living Room, Electric","Heating Features: Fireplace, Forced Air Unit","Heating Fuel: Electric, Natural Gas",Number of Fireplaces: 1,"Fencing: Partial, Vinyl, Chain Link","Lot Description: 4, 000-7, 499 SF",Lot Size Acres: 0.1433884,Topography: Level,Lot Size Square Feet: 6246,Garage Spaces: 2,Garage Description: Detached,Open Parking Spaces: 3,"Parking Features: Driveway - Concrete, Street",Parking Total: 5,Association: No,Calculated Total Monthly Association Fees: 0,Source Listing Status: ACTIVE,County: San Diego,"Directions: From I-15 Freeway, exit El Cajon Blvd, Go East, Right on 39th, Right on Meade, Left on 40th. Home is at end of street.",Ownership: Fee Simple,Source Property Type: Detached,Area: Metro Uptown,Source Neighborhood: Normal Heights,Parcel Number: 447-132-29-00,Subdivision: NORMAL HEIGHTS,Zoning: R-3:RESTRI,Timeshare: No,Source System Name: C2C,Total Square Feet Living: 1399,Year Built: 1928,Building Exterior Type: Plaster,Levels: Stories: 1 Story,Property Age: 93,"Roof: Rolled/Hot Mop, Tile/Clay",Levels or Stories: 1,Structure Type: RESIDENTIAL,Architectural Style: Mediterranean/Spanish,"Sewer: Sewer Connected, Public Sewer","Water Source: Water: Meter on Property, Public","Other Equipment: Equipment: Dishwasher, Microwave, Refrigerator, Built In Range, Convection Oven, Gas & Electric Range, Gas Cooking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/11634-Juniper-Hills-Rd_Littlerock_CA_93543_M11166-94315,550000,"11634 Juniper Hills Rd, Littlerock, CA 93543",CA 93543,3,2,"2,061",494841.6,Bedrooms: 3,Bedrooms On Main Level: 3,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,"Bathroom 1 Features: Bathtub, Shower in Tub, Double sinks in bath(s), Double Sinks In Master Bath, Granite Counters, Separate tub and shower, Soaking Tub, Vanity area, Walk-in shower",Built-in Features,Ceiling Fan(s),Granite Counters,Open Floorplan,Pantry,Recessed Lighting,"Door Features: French Doors, Mirror Closet Door(s)","Flooring: Carpet, Stone","Kitchen Appliances: Dishwasher, Free-Standing Range, Microwave",Appliances YN: Y,Laundry Features: Individual Room,"All Bedrooms Down, Formal Entry, Kitchen, Laundry, Living Room, Master Bathroom, Master Bedroom",Cooling Features: Central Air,Fireplace Features: Fireplace: Y,"Heating Features: Central, Fireplace(s)",Heating: Yes,"Breakfast Room Description: Breakfast Counter / Bar, Breakfast Nook, Dining Room, In Kitchen","Kitchen Features: Granite Counters, Kitchen Island, Kitchen Open to Family Room, Utility sink, Walk-In Pantry",Corral,Other Structures: Workshop,"Patio And Porch Features: Patio YN: Y, Patio And Porch Features: Covered, Patio Open, Front Porch, Slab",Road Surface Type: Paved,Lot Description: 11-15 Units/Acre,Lot Size Acres: 11.3642,Lot Size Source: Assessor,Lot Size Square Feet: 495026,Garage Spaces: 2,Garage Description: Attached,"Parking Features: Parking YN: Y, Parking Features: Direct Garage Access, Driveway, Concrete, Driveway Down Slope From Street, Garage Faces Side, Garage Door Opener, RV Access/Parking, RV Covered",Parking Total: 2,View: View: Y,School District: Antelope Valley Union,Calculated Total Monthly Association Fees: 0,"Community Features: Foothills, Hiking, Horse Trails, Mountainous, Stable(s), Rural",Source Listing Status: Active,County: Los Angeles,Directions: 138 th HWY go South on 106th right on Juniper Hills Road. Between Fort Tejon Rd & 131st St E,Source Property Type: Single Family Residence,Exclusions: Refrigerator,Area: LRK - Littlerock,Source Neighborhood: LRK - Littlerock,Parcel Number: 3060030062,Postal Code Plus 4: 4210,Zoning: LCA11,Source System Name: C2C,Total Square Feet Living: 2061.00,Year Built: 2007,Common Walls: No Common Walls,"Construction Materials: Concrete, Drywall Walls",Living Area Source: Assessor,Property Age: 14,Property Condition: Turnkey,Roof: Tile,Levels or Stories: One,"House Style: Custom Built, Ranch",Year Built Source: Assessor,Architectural Style: Single Family Residence,2+ Access Exits,Sewer: Septic Type Unknown,Electricity Connected,Water Source: Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1565-W-Lewiston-Ave_Riverdale_CA_93656_M12006-68485,420000,"1565 W Lewiston Ave, Riverdale, CA 93656",CA 93656,3,2,"1,920",87120,Bedrooms: 3,"Walk In Shower(s),Vaulted Ceiling(s),Breakfast Nook,Kitchen Island,Laminate Floors,Laundry Features: Room",Cooling Features: Yes,Heating Features: Natural Gas,Full Bathrooms: 2,Open Porch,Lot Description: Rural Lot,Lot Size Acres: 2.0,Lot Size Square Feet: 87120,Parking Features: Garage Attached,Lease Amount: 0,Source Listing Status: Active,County: Fresno,Source Property Type: Custom,"Inclusions: Dishwasher,Garbage Disposal,Electric Surface Unit",Area: Riverdale,Parcel Number: 05547050S,Zoning: AE20,Source System Name: C2CN,"Sewer: Septic Tank,Water Source: Well",Building Exterior Type: Wood Siding,"Property Condition: Custom,Remodeled",Roof: Composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/8510-Elizabeth-Lake-Rd-Spc-5_Leona-Valley_CA_93551_M27036-54722,90000,"8510 Elizabeth Lake Rd Spc 5, Leona Valley, CA 93551",CA 93551,2,2,736,434293.2,Bedrooms: 2,Total Bathrooms: 2.00,Full Bathrooms: 2,Dishwasher,Disposal,Dryer,Gas Range,Refrigerator,Washer,Cooling Features: Evap Hallway,"Heating Features: Floor Furnace, Propane",Lot Size Acres: 9.97,Lot Size Square Feet: 434293,Pet Description: Verify w/Park Mgmt,Awning 1,E. Q. Braces,Shed,Source Listing Status: Active,County: Los Angeles,Cross Street: Bouquet Canyon,Directions: Elizabeth Lake Road and Bouquet Canyon,Area: 06 - Leona Vly & Lakes,Source Neighborhood: 06 - Leona Vly & Lakes,Parcel Number: 3205-011-012,Park Name: StoryBook Park,Source System Name: C2C,Total Square Feet Living: 736.00,Year Built: 1978,Property Age: 43,Roof: Metal,Structure Type: B,Individual Meter,Propane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/730-Dairy-Ave_Corcoran_CA_93212_M13834-18587,425000,"730 Dairy Ave, Corcoran, CA 93212",CA 93212,7,4,"3,920",13068,Bedrooms: 7,Total Bathrooms: 4.00,Full Bathrooms: 4,Dishwasher: All Units,Stove: All units,Disposal: All units,Refrigerator: All Units,Central Heat/Cool,Flooring: Concrete Perimeter,Lot Size Acres: 0.2965,Lot Size Square Feet: 12915,Garage Description: Garage,Number of Units: 3,Association Fee Amenities: Corner,Association Name: Fresno MLS,"Tenant Pays: Electricity, Gas, Water, Sewer, Trash Collection",Source Listing Status: Active,County: Kings,Source Property Type: Triplex,Area: 212,Source Neighborhood: 212,Parcel Number: 030123017,State Region: Urban,Source System Name: C2C,"Operating Expense Includes: Management, Gardener, Maintenence/Repair, Insurance, Accounting/Legal, License/Ads",Total Square Feet Living: 3920.00,Year Built: 1979,"Construction Materials: Stucco, Wood",Property Age: 42,Roof: Tile,Levels or Stories: 1,Structure Type: Multi Family,"Sewer: Public Water, Public Sewer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1925-Otay-Lakes-Rd-Spc-148_Chula-Vista_CA_91913_M11969-18289,239000,"1925 Otay Lakes Rd Spc 148, Chula Vista, CA 91913",CA 91913,3,2,"1,668",1290682.8,Bedrooms: 3,Master Bedroom Dimensions: 14 x 11,Bedroom 2 Dimensions: 10 x 13,Bedroom 3 Dimensions: 13 x 9,Bedroom 4 Dimensions: 14 x 9,Total Bathrooms: 2,Full Bathrooms: 2,Bonus Room,Living Room Dimensions: 32 x 12,14X5,Dining Room Description: 12X10,"Laundry Features: Laundry Location: Laundry Room, Laundry Utilities: Electric, Gas","Cooling Features: Heat Pump(s), Wall/Window, Electric",Heating Features: Floor Furnace,Heating Fuel: Natural Gas,Pool Features: Community/Common,Fencing: Cross Fencing,"Lot Description: 1-3, 999 SF",Lot Size Acres: 29.63,Topography: Level,Lot Size Square Feet: 1290630,Garage Spaces: 1,Garage Description: Detached,Parking Total: 1,Association: No,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 0,Pets Allowed: Y,Pet Features: Allowed w/Restrictions,Senior Community: Yes,Source Listing Status: ACTIVE,County: San Diego,Other Expense: 1150.0,Ownership: Land Lease,Source Property Type: Manufactured Home,Area: South Bay,Source Neighborhood: Otay Lake Lodge,Parcel Number: 775-951-53-52,Park Name: Otay Lakes Lodge,Subdivision: CHULA VISTA,Zoning: R-1:SINGLE,Non Deeded: Yes,Timeshare: No,Source System Name: C2C,Total Square Feet Living: 1668,Year Built: 1972,Building Exterior Type: Stucco,Levels: Stories: 1 Story,Property Age: 49,"Roof: Metal, Flat",Levels or Stories: 1,Structure Type: RESIDENTIAL,"Sewer: Sewer Available, Sewer Connected",Water Source: Water: Available,Other Equipment: Equipment: Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/1184-N-Main-St-Apt-39_Fort-Bragg_CA_95437_M23628-74189,250000,"1184 N Main St Apt 39, Fort Bragg, CA 95437",CA 95437,2,2,"1,440",None,Bedrooms: 2,Total Bathrooms: 2.00,Full Bathrooms: 2,Cathedral Ceiling,Furnished Description: Unfurnished,Flooring: Carpet,Built-In Electric Oven,Built-In Electric Range,Double Oven,Free Standing Refrigerator,Microwave,"Laundry Features: Dryer Included, Inside Area, Washer Included",Cooling Features: Ceiling Fan(s),Fireplace Features: Fireplace: Pellet Stove,Heating Features: Electric,Number of Fireplaces: 1,Kitchen Features: Breakfast Area,Make: Skyline,Model: Hillcrest Custom Villa,Carport Spaces: 1,"Parking Features: Covered, Guest Parking Available, Off Street",Parking Total: 1,"Other Structures: Storage, Workshop",Lot Dimensions Source: Acres,Lot Size Source: Assessor Auto-Fill,View: Lake,Association: No,Calculated Total Monthly Association Fees: 0,Senior Community: Yes,"Rent Includes: Management, Sewer, Trash Collections, Water",Carport Awning,Fenced Yard,Source Listing Status: Active,County: Mendocino,Cross Street: Pudding Creek,"Directions: N Main St to address across from Pudding Creek Bridge, go right in the park","Disclaimer: Information has not been verified, is not guaranteed, and is subject to change. Copyright Â© 2021 Bay Area Real Estate Information Services, Inc. All rights reserved. Copyright 2021 Rapattoni Corporation. All rights reserved.",Source Property Type: Double Wide,Area: Coastal Mendocino,Source Neighborhood: Coastal Mendocino,Parcel Number: 700-580-39-00,Property Subtype: Manufactured,Source System Name: C2C,Total Square Feet Living: 1440,Year Built: 1981,Living Area Source: Not Verified,Property Age: 40,Roof: Composition,Structure Type: Manufactured In Park,Year Built Source: Owner,Sewer: Public Sewer,All Electric,All Public,Individual Electric Meter,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/73450-Country-Club-Dr-Spc-215_Palm-Desert_CA_92260_M25238-48264,199000,"73450 Country Club Dr Spc 215, Palm Desert, CA 92260",CA 92260,2,2,"1,618",None,Bedrooms: 2,Total Bathrooms: 2.00,Full Bathrooms: 1,3/4 Bathrooms: 1,"Bathroom 1 Features: Shower and Tub, Shower Stall",Free Standing Gas,Microwave,Laundry Facilities: In Closet,"Breakfast Bar, Dining Area, Great Room",Laminate Counters,Remodeled,Open to Family Room,"Breakfast Room Description: Breakfast Counter / Bar, Dining Area",Cooling Features: Air Conditioning,Heating Features: Forced Air,Furnished Description: Unfurnished,"Flooring: Laminate, Tile",Water Features: District,Pool Features: Community,Spa Features: Community,Spa: Yes,Make: Fuqua,Mobile Home Remains: Yes,Mobile Width: 12,Model: 7913,Land Lease Amount: 9876.00,Other Structures: Manufactured Home,Patio And Porch Features: Covered,Covered Spaces: 2,"Garage Description: Carport, Carport Attached",View: Golf Course,"Other Equipment: Dishwasher, Dryer, Washer, Range/Oven, Refrigerator",Security Features: Gated,Assoc Pet Rules,Golf,Gated Community,Pool,Spa,Tennis Courts,Sport Court,Pickleball,Clubhouse,Existing Lease Type: Lease,Rent Includes: Pool,Number of Units: 360,Association Fee Amenities: Golf Course within Development,"Association Fee Includes: Security, Clubhouse","Pets Allowed: Assoc Pet Rules, Call, Pets Permitted, Yes, Weight Limit",Senior Community: Yes,Park Type: Senior,Manufacture Name : 09755 FUQUA HM INC,Mobile Home Type: Double Wide,Manufactured Date: 10/20/1983,Source Listing Status: Active,County: Riverside,Cross Street: Monterey,Directions: Entrance is on the north side of Country Club Dr. between Monterey and Portola. Once in complex take your second right (opp. Clubhouse). Then take your next left. Home is the 12th on the right. Gate is open until 4 PM daily. Agents see private remarks.,Area: Palm Desert North,Source Neighborhood: Palm Desert North,Parcel Number: 009-708-126,Park Manager Name: Sandra Shaw,Park Manager Phone: 7603465866,Park Name: Suncrest Country Club,Postal Code Plus 4: 8614,"Property Location: Close to Clubhouse, On Golf Course",Non Deeded: Yes,Source System Name: C2C,Total Square Feet Living: 1618,Year Built: 1983,Building Name: Suncrest Country Club,Living Area Source: Vendor Enhanced,Property Age: 38,Property Condition: Updated/Remodeled,Structure Type: Shed(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
